
PO1	PO2	PO3	PO4	PO5	PO6	PO7	PO8	PO9	PO10	PO11	PO12
---------------------------------------------------------------------------------------------
2,22,35,37,214,223,0,0,0,18,63,40,
8,179,249,233,214,223,0,0,0,97,63,40,
8,204,260,243,214,223,0,0,0,78,63,40,
1,0,2,11,214,223,0,0,0,0,63,40,
0,0,0,0,213,223,0,0,0,0,63,40,
4,50,77,78,214,223,0,0,0,39,63,40,
12,216,288,274,214,223,0,0,0,106,63,41,
9,151,202,189,214,223,0,0,0,51,63,41,
0,0,0,0,214,223,0,0,0,0,63,41,
1,0,0,0,214,223,0,0,0,0,63,41,
6,105,146,140,213,223,0,0,0,63,63,41,
12,219,275,268,213,223,0,0,0,102,63,41,
6,79,102,99,214,223,0,0,0,19,63,41,
0,0,0,0,213,223,0,0,0,0,63,41,
2,16,28,32,214,223,0,0,0,15,63,41,
11,172,240,225,214,223,0,0,0,92,63,41,
5,204,261,247,213,223,0,0,0,80,63,41,
1,0,4,14,214,223,0,0,0,0,63,41,
0,0,0,0,214,223,0,0,0,0,63,41,
3,49,76,80,213,223,0,0,0,40,63,41,
13,216,290,271,214,223,0,0,0,104,63,41,
10,152,207,195,214,223,0,0,0,52,63,41,
0,0,0,0,214,223,0,0,0,0,63,41,
0,0,0,0,214,223,0,0,2,4,63,41,
7,104,146,141,214,223,0,0,103,117,63,41,
9,224,280,270,214,223,0,0,168,190,63,41,
4,64,85,85,214,223,0,0,30,46,63,41,
1,0,0,0,214,223,0,0,0,0,63,41,
2,24,38,40,213,223,0,0,31,40,63,40,
9,186,259,241,214,223,0,0,158,175,63,41,
9,188,244,230,214,223,0,0,128,150,63,41,
1,0,0,1,213,223,0,0,0,0,64,41,
0,0,0,0,214,223,0,0,0,0,63,41,
6,70,100,101,214,223,0,0,75,85,63,40,
11,224,287,275,213,223,0,0,5,114,63,40,
6,129,174,157,214,223,0,0,0,45,63,40,
0,0,0,0,213,223,0,0,0,0,63,40,
0,0,0,8,213,223,0,0,0,6,63,40,
5,122,172,168,214,223,0,0,0,76,64,40,
8,217,275,269,214,223,0,0,0,100,64,40,
4,54,73,73,213,223,0,0,0,5,64,40,
0,0,0,0,214,223,0,0,0,0,63,40,
2,23,37,39,214,223,0,0,0,21,63,40,
10,189,264,246,213,223,0,0,0,99,64,40,
7,190,246,231,213,223,0,0,0,75,63,40,
0,0,0,4,212,223,0,0,0,0,63,40,
0,0,0,0,214,223,0,0,0,0,64,40,
5,62,91,93,214,223,0,0,0,42,63,40,
13,223,290,278,214,223,0,0,0,105,63,40,
9,143,194,180,214,223,0,0,0,46,64,40,
0,0,0,0,213,223,0,0,0,0,64,40,
1,0,0,0,213,223,0,0,0,2,63,40,
6,113,159,153,213,223,0,0,0,72,64,40,
14,224,275,267,214,223,0,0,0,101,64,40,
4,60,78,78,214,223,0,0,0,9,63,40,
0,0,0,0,213,223,0,0,0,0,63,40,
2,22,34,38,213,223,0,0,0,20,63,40,
10,181,251,238,214,223,0,0,0,97,63,40,
9,202,256,242,214,223,0,0,0,75,63,40,
2,0,0,7,213,223,0,0,0,0,63,40,
0,0,0,0,214,223,0,0,0,0,63,40,
3,58,87,88,214,223,0,0,0,42,63,40,
10,213,287,272,214,223,0,0,0,104,63,40,
6,148,201,189,214,223,0,0,0,49,63,40,
0,0,0,0,214,223,0,0,0,0,63,40,
0,0,0,0,213,223,0,0,0,0,63,40,
6,106,145,142,214,223,0,0,0,66,63,40,
9,220,276,271,214,223,0,0,0,102,63,40,
5,80,103,102,214,223,0,0,0,19,63,40,
0,0,0,0,213,223,0,0,0,0,63,40,
1,17,30,34,214,223,0,0,0,15,63,40,
12,175,244,228,214,223,0,0,112,147,63,40,
12,203,258,244,214,223,0,0,99,130,63,40,
1,0,0,6,214,223,0,0,0,0,63,40,
0,0,0,0,213,223,0,0,0,0,63,40,
4,63,93,92,214,224,0,0,67,76,63,40,
12,218,285,271,214,223,0,0,14,115,63,40,
7,142,196,180,213,224,0,0,0,50,63,40,
0,0,0,0,214,223,0,0,0,0,63,40,
1,0,0,0,214,223,0,0,0,4,63,40,
6,119,167,156,214,223,0,0,0,71,63,40,
11,220,278,270,214,223,0,0,0,101,63,40,
3,57,76,78,214,223,0,0,0,8,63,40,
0,0,0,0,214,223,0,0,0,0,63,40,
2,25,38,42,214,223,0,0,0,21,63,40,
10,183,253,236,214,223,0,0,1,97,63,40,
7,194,247,233,214,223,0,0,0,76,63,40,
1,0,0,6,213,223,0,0,0,0,63,40,
0,0,0,0,214,223,0,0,0,0,63,40,
3,57,84,85,214,223,0,0,66,73,63,40,
13,217,290,276,214,223,0,0,173,192,63,40,
6,144,195,182,213,223,0,0,84,102,63,40,
0,0,0,0,214,223,0,0,0,0,63,40,
0,0,0,2,214,223,0,0,8,12,63,40,
5,121,167,162,214,223,0,0,119,135,63,40,
9,219,274,269,214,223,0,0,164,185,63,40,
5,49,63,67,214,223,0,0,18,34,63,40,
2,0,0,0,214,223,0,0,0,0,63,40,
3,32,46,48,214,223,0,0,42,51,63,40,
13,200,276,258,213,223,0,0,167,187,63,40,
6,171,223,213,214,223,0,0,117,137,63,40,
0,0,0,0,214,223,0,0,0,0,63,40,
0,0,0,0,213,223,0,0,0,0,63,40,
5,89,126,121,214,223,0,0,89,100,63,40,
12,222,278,270,214,223,0,0,174,195,63,40,
6,100,126,118,213,223,0,0,55,73,63,40,
1,0,0,0,214,223,0,0,0,0,63,41,
1,12,25,30,213,223,0,0,22,26,63,40,
10,170,237,224,214,223,0,0,149,167,63,41,
11,210,267,256,214,223,0,0,138,157,63,40,
0,0,0,4,214,223,0,0,0,5,63,40,
0,0,0,0,214,223,0,0,0,0,63,40,
4,63,93,94,214,223,0,0,71,80,63,41,
13,218,287,272,214,223,0,0,175,194,64,40,
7,139,189,176,213,223,0,0,85,102,64,40,
0,0,0,0,214,223,0,0,0,0,63,40,
0,0,0,2,214,223,0,0,9,13,64,40,
7,123,173,167,214,223,0,0,121,136,64,40,
11,219,273,269,213,223,0,0,164,185,64,40,
4,46,61,63,213,223,0,0,17,34,64,40,
0,0,0,0,214,223,0,0,0,0,64,40,
3,33,50,53,213,223,0,0,46,53,64,40,
11,204,280,261,214,223,0,0,169,190,64,40,
7,171,220,208,214,223,0,0,114,135,64,40,
0,0,0,0,213,223,0,0,0,0,64,40,
0,0,0,0,213,223,0,0,0,0,64,40,
5,94,133,130,214,223,0,0,92,105,64,40,
9,221,277,269,214,223,0,0,174,196,64,40,
7,90,115,109,214,223,0,0,53,70,64,40,
0,0,0,0,214,223,0,0,0,0,64,41,
0,14,26,31,214,223,0,0,22,28,64,40,
9,170,234,224,214,223,0,0,151,170,64,40,
11,207,266,255,213,223,0,0,140,160,64,40,
2,0,0,5,213,223,0,0,0,5,64,40,
0,0,0,0,213,223,0,0,0,0,64,41,
3,58,86,89,214,224,0,0,68,77,64,40,
11,221,290,277,214,223,0,0,175,195,64,40,
6,141,192,178,214,223,0,0,87,104,64,41,
0,0,0,0,213,223,0,0,0,0,64,41,
0,0,0,4,213,223,0,0,8,12,65,41,
6,119,169,162,214,223,0,0,120,136,65,40,
9,221,275,268,213,223,0,0,166,186,65,41,
4,48,61,64,214,223,0,0,20,36,65,41,
0,0,0,0,214,223,0,0,0,0,65,41,
2,29,44,48,213,223,0,0,42,50,65,41,
9,197,275,254,213,223,0,0,166,186,65,41,
9,175,227,214,214,223,0,0,119,140,65,40,
0,0,0,0,214,223,0,0,0,0,65,40,
0,0,0,0,214,223,0,0,0,0,65,41,
5,82,117,116,213,223,0,0,83,94,65,40,
9,224,280,272,214,223,0,0,176,196,65,40,
7,109,141,133,214,223,0,0,66,84,65,41,
0,0,0,0,213,223,0,0,0,0,65,41,
1,5,14,23,213,223,0,0,18,22,65,41,
8,156,220,210,214,223,0,0,144,160,65,41,
13,211,268,258,214,223,0,0,148,168,65,41,
1,3,7,17,214,223,0,0,0,12,65,41,
1,0,0,0,214,223,0,0,0,0,65,41,
4,50,74,79,214,223,0,0,64,73,65,40,
11,218,291,275,213,223,0,0,176,195,65,41,
7,150,201,189,214,223,0,0,93,111,65,40,
0,0,0,0,213,223,0,0,0,0,65,41,
2,0,0,0,213,223,0,0,2,8,65,41,
5,109,154,146,213,223,0,0,112,126,65,41,
10,221,277,272,214,223,0,0,173,194,65,41,
4,56,73,76,213,223,0,0,26,41,65,41,
1,0,0,0,213,223,0,0,0,0,65,41,
3,27,39,42,214,223,0,0,36,44,65,40,
12,195,271,251,214,223,0,0,165,185,65,41,
10,179,229,216,214,223,0,0,122,142,65,41,
0,0,0,0,213,223,0,0,0,0,65,41,
0,0,0,0,214,223,0,0,0,0,65,41,
4,83,118,115,213,223,0,0,84,97,65,41,
12,226,279,271,214,223,0,0,175,197,65,40,
5,100,132,124,213,223,0,0,58,75,65,41,
0,0,0,0,214,223,0,0,0,0,65,41,
0,8,19,26,214,223,0,0,19,23,65,41,
9,163,229,215,214,223,0,0,148,164,65,41,
7,209,266,258,214,223,0,0,144,165,65,41,
1,0,5,17,214,223,0,0,0,11,65,41,
0,0,0,0,213,223,0,0,0,0,65,41,
2,48,73,75,214,223,0,0,58,67,65,40,
13,217,287,273,214,223,0,0,175,195,65,40,
9,150,203,190,214,223,0,0,93,111,65,40,
0,0,0,0,213,223,0,0,0,0,65,40,
0,0,0,0,214,223,0,0,2,6,65,41,
7,109,151,147,213,223,0,0,112,127,65,40,
13,226,275,268,214,223,0,0,171,192,65,40,
4,56,72,74,214,223,0,0,26,42,65,41,
0,0,0,0,214,223,0,0,0,0,65,41,
4,28,38,41,214,223,0,0,35,42,65,41,
8,192,263,247,213,223,0,0,163,183,65,41,
10,187,238,222,214,223,0,0,127,147,65,40,
0,0,0,0,214,223,0,0,0,0,65,41,
0,0,0,0,214,223,0,0,0,0,65,41,
4,79,113,109,213,223,0,0,81,92,65,41,
7,224,282,274,213,223,0,0,175,196,65,41,
8,114,150,136,214,223,0,0,68,85,65,41,
0,0,0,0,213,223,0,0,0,0,65,41,
2,4,11,21,213,223,0,0,17,22,65,41,
6,152,212,202,214,223,0,0,140,158,65,41,
10,214,269,259,214,223,0,0,149,168,65,41,
1,7,11,20,214,223,0,0,0,13,65,41,
0,0,0,0,214,223,0,0,0,0,65,41,
3,47,72,76,214,223,0,0,61,70,65,41,
10,217,290,274,214,223,0,0,175,193,65,41,
7,151,205,189,214,223,0,0,96,114,65,41,
1,0,0,0,214,223,0,0,0,0,65,41,
0,0,0,0,213,223,0,0,3,7,65,41,
7,110,153,146,214,223,0,0,111,125,65,41,
9,223,278,271,214,223,0,0,172,194,65,41,
4,61,80,80,214,223,0,0,31,45,65,40,
1,0,0,0,213,223,0,0,0,0,65,41,
2,24,37,38,214,223,0,0,35,42,65,41,
9,190,263,248,214,223,0,0,163,181,65,41,
7,185,239,225,213,223,0,0,127,148,65,41,
0,0,0,0,213,223,0,0,0,0,65,41,
1,0,0,0,213,223,0,0,0,0,65,41,
5,73,104,104,213,223,0,0,77,86,65,41,
12,227,282,272,214,224,0,0,176,197,65,41,
6,116,151,141,214,223,0,0,70,87,65,41,
1,0,0,0,214,223,0,0,0,0,65,41,
0,2,11,19,214,223,0,0,15,18,65,41,
9,151,210,202,214,223,0,0,140,156,65,41,
7,213,270,263,214,223,0,0,152,170,65,41,
2,14,17,24,214,223,0,0,0,17,65,41,
0,0,0,0,213,223,0,0,0,0,65,41,
2,44,68,71,214,223,0,0,59,68,65,41,
12,214,288,269,214,223,0,0,174,192,65,41,
8,156,207,196,214,223,0,0,102,119,65,40,
0,0,0,0,213,223,0,0,0,0,65,41,
0,0,0,0,214,223,0,0,2,6,65,41,
5,107,147,143,214,223,0,0,109,123,65,41,
9,219,275,270,214,223,0,0,173,195,65,41,
4,60,77,78,214,223,0,0,31,46,65,40,
0,0,0,0,214,223,0,0,0,0,65,41,
2,27,43,43,213,223,0,0,35,43,65,40,
9,185,258,243,213,223,0,0,161,180,65,41,
11,198,252,235,214,223,0,0,127,146,65,40,
0,0,0,0,214,223,0,0,0,0,65,41,
0,0,0,0,213,223,0,0,0,0,65,41,
5,80,113,111,214,224,0,0,82,92,65,41,
9,225,286,278,213,223,0,0,179,203,65,41,
5,117,155,141,214,223,0,0,67,85,65,40,
0,0,0,0,213,223,0,0,0,0,65,41,
1,2,8,17,214,223,0,0,17,22,65,41,
9,148,210,200,214,223,0,0,136,153,65,41,
11,222,274,269,214,223,0,0,164,182,65,41,
2,10,9,21,213,223,0,0,1,19,65,41,
0,0,0,0,214,223,0,0,0,0,65,41,
4,50,73,76,214,224,0,0,60,69,65,41,
9,215,291,273,214,223,0,0,180,201,65,40,
10,159,204,195,214,223,0,0,104,123,65,40,
0,0,0,0,213,223,0,0,0,0,65,41,
0,0,0,0,213,223,0,0,2,6,65,41,
6,106,148,142,213,223,0,0,106,119,65,41,
9,227,281,274,213,223,0,0,181,202,65,41,
5,62,75,78,214,223,0,0,35,51,65,40,
1,0,0,0,214,223,0,0,0,0,65,41,
3,26,39,43,214,223,0,0,37,44,65,40,
10,183,256,240,213,223,0,0,162,181,65,40,
11,204,252,241,214,223,0,0,132,153,65,40,
0,0,0,2,214,223,0,0,0,2,65,41,
0,0,0,0,213,223,0,0,0,0,65,40,
5,80,110,109,214,223,0,0,79,89,65,40,
9,227,289,281,214,223,0,0,182,203,65,40,
7,124,161,148,214,223,0,0,71,88,65,40,
0,0,0,0,213,224,0,0,0,0,64,40,
1,1,13,21,213,223,0,0,21,25,64,40,
7,152,210,199,213,223,0,0,138,155,64,40,
12,223,273,268,213,223,0,0,163,181,64,40,
3,7,4,16,214,223,0,0,2,20,64,40,
0,0,0,0,213,223,0,0,0,0,64,40,
3,51,79,82,214,223,0,0,64,72,64,40,
10,218,288,272,214,223,0,0,181,201,64,40,
5,154,198,191,213,223,0,0,100,118,64,40,
0,0,0,0,214,223,0,0,0,0,64,40,
2,0,0,0,214,223,0,0,5,9,64,40,
6,110,153,148,213,223,0,0,0,71,64,40,
13,228,276,273,214,223,0,0,0,112,64,40,
4,68,83,85,214,223,0,0,0,20,64,40,
1,0,0,0,214,223,0,0,0,0,64,40,
2,22,34,41,214,223,0,0,0,20,64,40,
10,174,241,227,214,223,0,0,0,96,64,40,
10,211,260,251,214,223,0,0,0,81,64,40,
0,0,0,6,214,223,0,0,0,0,63,40,
0,0,0,0,214,223,0,0,0,0,63,40,
4,61,89,90,213,223,0,0,0,42,63,40,
11,219,291,274,214,223,0,0,0,109,64,40,
7,151,197,190,213,223,0,0,0,52,63,40,
0,0,0,0,213,223,0,0,0,0,63,40,
1,0,0,0,213,223,0,0,0,1,63,40,
6,105,147,142,214,223,0,0,0,64,63,40,
12,228,278,275,214,223,0,0,0,108,63,40,
6,77,96,93,214,223,0,0,0,21,63,40,
0,0,0,0,214,223,0,0,0,0,63,40,
1,16,29,34,213,223,0,0,0,16,63,40,
10,168,232,218,214,223,0,0,0,93,63,40,
9,216,267,260,214,223,0,0,0,84,63,40,
3,4,2,14,214,223,0,0,0,0,63,40,
0,0,0,0,214,223,0,0,0,0,63,40,
3,52,78,80,213,223,0,0,0,38,63,40,
9,214,289,273,214,223,0,0,0,110,63,40,
8,158,205,198,214,223,0,0,0,57,63,40,
0,0,0,0,213,223,0,0,0,0,63,40,
2,0,0,0,214,223,0,0,0,0,63,40,
7,101,140,136,213,223,0,0,0,60,63,40,
14,231,279,275,214,223,0,0,0,109,63,39,
4,86,106,104,214,223,0,0,0,24,63,39,
0,0,0,0,214,223,0,0,0,0,63,39,
0,13,26,32,214,223,0,0,0,14,63,39,
6,162,226,215,213,223,0,0,0,91,63,40,
10,220,270,265,214,223,0,0,0,87,63,39,
2,8,7,17,214,223,0,0,0,0,63,39,
1,0,0,0,213,223,0,0,0,0,63,39,
2,49,72,74,214,223,0,0,0,35,63,39,
10,214,289,272,214,223,0,0,0,108,63,39,
9,161,206,199,214,223,0,0,0,57,63,39,
1,0,0,0,214,223,0,0,0,0,63,39,
0,0,0,0,214,223,0,0,0,0,63,39,
4,99,137,133,213,223,0,0,0,61,63,39,
14,234,281,276,214,223,0,0,0,110,63,39,
5,87,107,104,214,223,0,0,0,23,63,39,
0,0,0,0,213,223,0,0,0,0,63,39,
2,16,29,33,214,223,0,0,0,14,62,39,
11,165,227,214,214,223,0,1,0,91,63,39,
8,216,269,260,213,223,0,0,0,85,63,39,
3,7,6,17,214,223,0,0,0,0,63,39,
1,0,0,0,214,223,0,0,0,0,63,39,
2,46,68,73,214,223,0,1,0,35,63,39,
10,211,289,271,214,223,0,0,0,109,63,39,
7,165,212,203,213,223,0,0,0,60,63,39,
1,0,0,0,214,223,0,0,0,0,63,39,
0,0,0,0,213,223,0,0,0,0,63,39,
5,96,132,128,214,223,0,2,0,59,63,39,
9,230,281,276,214,223,0,0,0,109,63,39,
3,100,124,119,214,223,0,0,0,29,63,39,
0,0,0,0,214,223,0,0,0,0,63,39,
2,7,18,25,213,223,0,1,0,12,63,39,
9,154,214,205,214,223,0,2,0,87,63,39,
20,217,263,242,213,223,0,0,0,92,63,39,
0,14,13,12,214,223,0,0,0,0,63,39,
0,0,0,0,214,223,0,0,0,0,63,39,
5,50,72,75,214,223,0,1,0,36,63,39,
13,211,290,270,214,223,0,1,0,108,63,39,
7,163,208,201,214,223,0,0,0,59,63,39,
0,0,0,0,214,223,0,0,0,0,63,39,
2,0,0,0,214,223,0,0,0,0,63,39,
6,100,139,134,214,223,0,0,0,59,63,39,
12,233,281,277,214,223,0,0,0,110,63,38,
5,93,113,107,214,223,0,0,0,25,63,38,
0,0,0,0,214,223,0,0,0,0,63,39,
4,16,28,32,214,223,0,0,0,14,63,39,
11,164,226,215,214,223,0,0,0,91,63,39,
9,218,268,263,214,223,0,0,0,85,63,39,
3,10,6,20,214,223,0,0,0,0,63,39,
0,0,0,0,214,223,0,0,0,0,63,39,
5,51,73,76,214,223,0,0,0,36,63,39,
12,214,291,271,214,223,0,1,0,109,63,39,
7,159,206,199,214,223,0,0,0,56,63,39,
0,0,0,0,214,223,0,0,0,0,63,39,
1,0,0,0,213,223,0,0,0,0,63,39,
6,100,142,136,214,223,0,75,0,66,63,38,
10,229,279,275,214,223,0,151,0,113,63,39,
4,81,100,99,214,223,0,28,0,19,63,39,
0,0,0,0,213,223,0,0,0,0,63,39,
2,18,30,34,215,223,0,21,0,17,63,39,
10,175,244,228,214,223,0,139,0,102,63,39,
8,198,251,238,214,223,0,121,0,83,63,39,
0,0,0,4,214,223,0,0,0,0,63,39,
0,0,0,0,214,223,0,0,0,0,63,39,
4,58,84,86,214,223,0,61,0,44,63,38,
12,220,289,273,214,223,0,160,0,113,63,39,
6,140,192,174,214,223,0,71,0,45,63,38,
0,0,0,0,213,223,0,0,0,0,63,39,
1,0,0,2,214,223,0,8,0,6,63,38,
7,121,166,161,214,223,0,105,0,79,63,39,
10,222,275,270,214,223,0,153,0,106,63,38,
4,49,60,64,214,223,0,12,0,2,63,38,
0,0,0,0,214,223,0,0,0,0,63,38,
2,31,44,46,213,223,0,37,0,29,63,38,
10,197,272,255,214,223,0,152,0,110,63,39,
7,178,229,216,213,223,0,107,0,70,63,38,
0,0,0,0,213,223,0,0,0,0,63,38,
1,0,0,0,214,223,0,0,0,0,63,39,
6,83,117,115,214,223,0,75,0,56,63,39,
11,227,282,272,214,223,0,159,0,112,63,39,
4,106,140,131,214,223,0,55,0,33,63,39,
0,0,0,0,214,223,0,0,0,0,63,39,
1,7,17,24,214,223,0,17,0,11,63,39,
8,161,224,213,213,223,0,132,0,95,63,39,
8,210,268,256,214,223,0,130,0,87,63,39,
3,5,7,16,213,223,0,0,0,0,63,39,
0,0,0,0,214,223,0,0,0,0,63,39,
3,45,66,72,214,223,0,54,0,39,63,39,
12,215,290,273,214,223,0,162,0,112,63,39,
7,154,207,196,214,223,0,86,0,54,63,39,
0,0,0,0,213,223,0,0,0,0,63,39,
0,0,0,0,213,223,0,0,0,2,62,39,
5,102,144,137,214,223,0,93,0,69,62,39,
12,224,276,270,214,223,0,155,0,109,62,39,
6,73,96,95,214,223,0,33,0,14,62,39,
0,0,0,0,213,223,0,0,0,0,62,39,
0,18,29,32,213,223,1,25,0,18,62,39,
11,180,249,233,214,223,0,142,0,103,61,39,
8,197,249,234,214,223,0,116,0,78,61,39,
1,0,0,3,213,223,0,0,0,0,61,39,
0,0,0,0,214,223,0,0,0,0,60,39,
5,69,102,101,214,223,0,69,0,50,60,39,
12,224,287,275,214,223,0,159,0,112,60,39,
6,131,175,158,214,223,0,63,0,38,60,39,
0,0,0,0,214,223,0,0,0,0,60,39,
1,0,2,9,214,223,0,11,0,7,60,39,
7,132,187,182,214,223,0,118,0,85,60,39,
8,218,273,266,214,223,0,146,0,99,60,40,
3,38,51,54,214,223,0,0,0,0,60,40,
0,0,0,0,214,223,0,0,0,0,60,39,
1,31,47,49,213,223,0,1,0,27,59,39,
10,201,279,260,213,223,0,0,0,103,59,39,
9,173,225,211,213,223,0,0,0,64,59,39,
0,0,0,0,214,223,0,0,0,0,59,39,
1,0,0,0,213,223,0,0,0,0,59,40,
4,85,120,118,214,223,0,0,0,51,58,39,
11,223,280,272,214,223,0,0,0,105,58,39,
8,113,148,138,214,223,0,0,0,0,58,39,
0,0,0,0,214,223,0,0,0,0,58,40,
0,0,4,13,214,223,0,1,0,0,58,40,
6,136,193,187,214,223,0,0,0,0,58,40,
14,219,273,265,212,223,0,0,0,0,57,39,
4,42,60,64,214,223,0,0,0,0,57,40,
0,0,0,0,214,223,0,0,0,0,57,40,
2,29,41,45,213,223,0,3,0,0,56,40,
9,190,262,244,214,223,0,12,0,0,56,40,
12,190,246,233,214,223,0,6,0,0,56,40,
1,0,0,3,214,223,0,0,0,0,56,40,
1,0,0,0,214,223,0,0,0,0,55,40,
4,61,90,93,214,223,0,59,0,0,55,40,
13,220,290,278,214,223,0,150,0,0,55,40,
6,146,196,181,214,223,0,70,0,0,55,40,
0,0,0,0,212,223,0,0,0,0,54,40,
0,0,0,0,213,223,0,4,0,3,54,40,
7,115,159,152,214,223,0,98,0,7,53,40,
12,220,276,269,214,223,0,148,0,0,53,40,
3,65,85,85,213,223,0,25,0,0,53,40,
0,0,0,0,213,223,0,0,0,0,53,40,
4,21,34,36,214,223,0,25,0,3,53,40,
10,181,251,235,214,223,0,138,1,2,53,40,
12,202,257,241,214,223,0,113,0,0,52,40,
1,0,0,5,213,223,0,0,0,0,52,40,
0,0,0,0,214,223,0,0,0,0,52,40,
2,59,86,89,213,223,0,60,0,0,51,40,
10,219,287,278,214,223,0,153,0,0,51,40,
9,146,198,184,214,222,0,75,0,0,51,40,
0,0,0,0,214,223,0,0,0,0,51,40,
1,0,0,0,214,223,0,2,0,0,50,41,
6,112,157,149,214,223,0,96,0,0,50,41,
7,220,274,268,214,223,0,148,0,0,50,41,
4,67,87,88,214,223,0,30,0,0,50,41,
0,0,0,0,214,223,0,0,0,0,49,41,
2,19,29,33,214,223,0,21,0,0,49,41,
10,176,245,230,213,223,0,136,0,0,49,41,
